control_stress	beta_power	gamma_power	alpha_power	reported_anxiety	participant_number	beta_power_scaled	gamma_power_scaled	alpha_power_scaled
0	1.00707550561356	1.53735112087902	-0.313266871162152	0	1	1.02165585317183	1.0130791298199	-0.1832098275365
0	-0.939018990932638	-0.001702303269388	-0.479515984915895	0	1	-0.980126942012711	-0.0674603207596041	-0.262808720946152
0	-0.261492512739209	0.550235380342393	-0.128746912280211	0	1	-0.28321276352005	0.320044383135905	-0.0948629834098407
0	-0.282046597736503	-1.29023986722381	0.531303210185364	0	1	-0.304355012157701	-0.97211746232489	0.221164321379221
0	1.46183523427437	-0.95277479827819	-2.03941902514689	0	1	1.4894287194903	-0.735189806359964	-1.00967920359223
0	-1.04341002402476	-0.340804777443929	1.0343828089323	0	1	-1.08750516767761	-0.305537567062769	0.462035255684136
0	-0.893803357620358	0.106100671166194	-0.217544951073743	0	1	-0.933617444658636	0.00822604914786938	-0.137378852910248
0	0.579431413588315	0.7861783899345	5.32517348590947	0	1	0.581774548642318	0.485695377411037	2.51643531850641
0	1.20889227127716	4.22467783139713	0.358273178585732	0	1	1.22924768902675	2.89979890299319	0.138318772726437
0	0.228322383213648	-0.213327852440411	-0.447496656760251	0	1	0.220618388196205	-0.216038499425735	-0.24747809432588
0	-0.71169910981615	0.162092894947099	0.349904449245752	0	1	-0.746302208511863	0.0475370995452399	0.134311884631418
0	-1.15722809326195	1.27933608612009	1.17930080934486	0	1	-1.2045801880245	0.831931796319161	0.531420963719043
0	-0.958373544509507	0.315846982591753	2.77963420078939	0	1	-1.00003533414239	0.155484851573299	1.29764921101178
0	-0.873397325813132	-0.39645308708825	-0.872152125563018	0	1	-0.9126274858143	-0.34460716203932	-0.450800112914965
0	-0.205044235651064	-0.159397697191797	0.417680127525292	0	1	-0.225149195644287	-0.178175187205597	0.16676239741509
0	-0.483071331605204	-0.268382046486108	-0.082861703163423	0	1	-0.511132151900445	-0.254690977405277	-0.0728934715905057
0	-1.40129322348313	0.817290003387997	-1.36348990939747	0	1	-1.45562934285656	0.507538235612197	-0.686049149739939
0	-1.00058656979581	-1.62260389096574	0.400297322036905	0	1	-1.04345630260039	-1.20546377374693	0.158439633762465
0	0.501552547147303	-0.119840844809378	-1.7896395682397	0	1	0.501667146238802	-0.150403091143626	-0.890086575894211
0	0.678680055677805	1.61207159370612	0.438432835551121	0	1	0.683863231659902	1.06553891931701	0.176698646438086
0	-0.478834913486888	-0.400898006684557	-1.09683681396494	0	1	-0.506774506926111	-0.347727853565101	-0.558377543910341
0	1.6076682417623	-0.15644057011127	0.764453283216138	0	1	1.63943479878267	-0.176099045844452	0.332794918334577
0	0.218088490825535	-1.29277321199595	2.65908697281097	0	1	0.210091648746167	-0.973896074376471	1.23993205550924
0	-0.431631613176726	2.10071435827318	-0.316263966057163	0	1	-0.458220464661202	1.40860549262138	-0.18464481525884
0	-0.257524697085404	-0.808644848377087	-0.951249026467079	0	1	-0.279131407180804	-0.633998974102557	-0.488671146582081
0	-2.05954354935825	-0.694903689633496	4.47373500500126	0	1	-2.13271577396253	-0.55414352058243	2.10877262872462
0	1.68585328504149	-0.154108257508615	0.091249107641261	0	1	1.71985713940117	-0.174461574565866	0.0104695464598579
0	0.880861780591239	2.128296228371	1.08888340205633	0	1	0.891830470224485	1.4279701867209	0.488129752099127
0	-1.26278325147515	1.05373254518728	-1.35320280340631	0	1	-1.31315585073213	0.67353994172632	-0.681123756546583
0	0.422406068061557	-1.67448830012886	-0.851180759174953	0	1	0.420255857930625	-1.24189080746201	-0.440759171823087
0	-0.56051874746837	1.72565503647008	0.250434878325092	0	1	-0.590795757589444	1.14528364351787	0.0866865614375416
